-0.11714106	0.14286269	0.10763316	0.14564803	-0.167013	0.19925775	-0.102907136	0.1433625	0.1875014	-0.18959652	0.13257332	0.11850853	-0.17603949	-0.17564887	-0.16775002	-0.2191692
-0.04075672	0.059795402	0.01564407	0.09695529	-0.071825124	0.09718281	-0.02826783	-0.021136707	0.009312469	-0.07413495	0.02706953	0.07949725	-0.03532054	0.011739954	0.026617136	-0.08000366
0.11233583	-0.09088159	-0.04549594	-0.08397667	0.12402982	-0.017450538	0.062836446	-0.106792025	-0.03073196	0.116182275	-0.048967853	-0.073875755	0.09142918	0.07815071	0.06581575	0.061304178
-0.04900668	0.12529816	0.053730525	0.06485789	-0.07739791	0.06337408	-0.040978365	0.04240265	0.11618323	-0.1245824	0.037775904	0.061280377	-0.043700162	-0.08390498	-0.04601836	-0.057163935
-0.25935644	0.2875268	0.24952409	0.39564094	-0.31167242	0.44040745	-0.19117983	0.26229793	0.23235366	-0.30922905	0.27497616	0.26116577	-0.30833742	-0.26615083	-0.17070289	-0.3401567
0.13104065	-0.06930607	-0.10504565	-0.09144718	0.11431739	-0.028264957	0.073546104	-0.13314113	-0.1028755	0.08256804	-0.09122719	-0.09046438	0.15165573	0.111924715	0.17846796	0.07257914
0.019443061	-0.12230993	-0.08912772	-0.073666774	0.10592467	-0.08123534	0.020738473	-0.1076195	-0.083093286	0.1026455	-0.043626904	-0.09917507	0.09979812	0.12107869	0.052334014	0.12805393
-0.11192285	0.094891325	0.09760277	0.16937223	-0.10183548	0.19438286	-0.118328355	0.10258917	0.11662268	-0.16874216	0.08721422	0.16617098	-0.12726958	-0.09991193	-0.0428879	-0.1482483
-0.11597358	0.21502008	0.10886274	0.20716295	-0.1857329	0.25081584	-0.14218158	0.1397944	0.13727877	-0.19075601	0.22039278	0.19262092	-0.18537265	-0.18012123	-0.1483792	-0.14632356
0.109761275	-0.14500609	-0.055082105	-0.12446256	0.12650068	-0.11471349	0.10553267	-0.041888963	-0.042935338	0.13507234	-0.1049085	-0.084467165	0.13081639	0.12535194	0.070536286	0.09786088
-0.034324344	0.04721351	0.0037866905	0.09696949	-0.008187075	0.06692611	0.0012596375	-0.009199181	0.0501457	-0.03676633	0.017711332	0.011735768	-0.02663217	0.024136836	-0.02557087	-0.070677325
-0.057268277	0.09523394	0.14266603	0.0859152	-0.1446771	0.025893068	-0.12235593	0.1202706	0.14269489	-0.05621804	0.07832886	0.13680708	-0.107359	-0.1463741	-0.12554497	-0.062177017
